NrSiblings,MathScore,WritingScore,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
4,89,97,3,0,1,0,0,0,0,1,0,0,0
2,61,80,4,1,1,0,0,0,1,0,0,0,1
6,62,47,0,2,0,1,1,0,0,0,0,1,1
1,73,71,2,2,1,1,1,0,0,0,1,0,1
1,88,89,3,0,1,1,0,0,0,0,1,1,1
5,54,57,1,1,2,0,0,1,0,0,1,1,0
1,50,64,0,1,1,0,0,1,0,0,0,0,1
1,76,72,0,1,2,0,0,1,0,0,1,1,0
7,40,53,2,1,1,1,0,0,0,0,0,1,1
0,61,52,1,1,1,1,0,0,0,0,1,0,1
1,78,87,0,1,0,0,1,0,0,0,1,1,1
1,49,59,1,1,2,0,1,0,0,0,0,0,0
3,52,68,4,2,0,0,0,0,1,0,1,1,0
2,78,94,0,1,0,0,0,0,1,0,1,1,0
3,74,78,0,0,1,0,0,0,0,1,1,1,1
1,63,78,3,1,1,0,0,0,1,0,0,1,1
2,75,81,2,1,2,0,0,1,0,0,1,0,1
3,55,73,0,1,1,0,0,0,0,0,1,1,1
1,43,62,3,2,0,0,0,1,0,0,0,1,1
1,53,65,1,2,0,0,0,1,0,0,1,1,0
1,48,65,0,1,1,0,0,0,0,0,1,1,1
3,56,52,1,1,0,1,0,1,0,0,0,1,0
5,67,48,0,1,1,1,0,1,0,0,1,1,1
4,65,62,3,0,1,1,0,0,0,1,1,1,1
3,74,73,2,1,1,0,0,1,0,0,1,1,1
2,94,100,3,2,1,0,0,1,0,0,1,0,0
1,57,73,3,1,2,0,0,1,0,0,1,0,1
1,51,46,0,0,1,1,0,0,0,0,1,1,1
4,71,74,0,1,2,0,0,0,1,0,1,1,1
1,65,81,0,1,1,0,0,0,1,0,1,1,0
1,52,63,4,1,0,0,0,1,0,0,1,1,1
1,29,30,0,1,1,0,0,1,0,0,1,1,0
2,76,80,1,1,1,0,0,0,0,1,1,1,0
1,60,51,0,1,1,1,0,0,1,0,0,1,1
3,72,60,0,1,0,1,0,1,0,0,1,1,1
4,82,79,2,0,1,0,0,1,0,0,1,1,1
1,40,55,4,1,1,0,0,1,0,0,0,1,1
0,59,60,1,0,1,0,0,1,0,0,1,1,1
1,57,65,2,2,0,0,1,0,0,0,1,1,0
5,69,63,1,1,1,1,0,0,1,0,0,0,1
3,56,64,1,1,0,0,0,1,0,0,1,1,1
0,91,89,3,1,0,1,0,1,0,0,1,0,1
4,82,93,2,1,1,0,0,0,0,0,1,1,0
1,60,72,0,1,1,0,0,1,0,0,1,1,1
3,88,83,3,1,1,1,0,0,1,0,1,1,0
1,95,86,4,1,1,1,0,0,1,0,1,1,1
3,61,64,2,0,0,1,0,1,0,0,0,0,0
2,36,55,0,1,2,0,0,1,0,0,0,1,1
2,59,53,0,1,2,1,0,1,0,0,0,0,1
4,97,83,1,0,1,1,0,0,0,0,1,0,1
2,60,62,3,2,0,0,0,1,0,0,0,1,0
0,99,99,1,2,0,1,0,0,1,0,1,0,1
1,66,61,2,0,1,1,1,0,0,0,0,0,1
2,50,47,1,2,1,1,0,0,1,0,0,1,0
0,45,56,0,2,1,0,0,1,0,0,1,0,1
1,64,68,1,0,1,1,0,0,1,0,1,1,1
2,81,66,0,2,1,1,1,0,0,0,1,1,1
2,67,82,3,1,2,0,1,0,0,0,1,0,1
5,75,85,0,1,1,0,0,1,0,0,1,1,0
0,71,64,0,1,1,1,0,0,0,0,1,1,1
2,88,75,1,2,1,1,0,0,0,1,1,1,1
2,73,71,2,0,1,0,0,0,1,0,1,1,1
3,42,52,0,1,2,1,0,0,1,0,1,1,0
1,76,91,2,1,2,0,0,0,1,0,0,0,1
2,67,75,0,0,0,0,1,0,0,0,0,1,1
2,76,82,0,2,1,0,0,0,0,1,1,0,1
1,67,58,0,1,0,1,1,0,0,0,1,1,1
1,63,78,3,0,1,0,1,0,0,0,1,0,1
4,62,67,2,2,2,0,0,1,0,0,1,1,1
2,62,66,1,1,0,0,0,0,0,1,0,1,1
2,51,56,0,2,1,0,0,1,0,0,1,1,1
2,66,78,1,0,1,0,0,0,1,0,1,0,1
3,52,54,0,1,2,1,0,1,0,0,0,0,1
7,70,77,0,2,1,0,0,0,0,0,1,0,1
2,82,96,1,1,0,0,0,0,1,0,1,0,1
2,65,74,2,1,1,0,0,0,0,0,1,0,0
1,73,79,0,1,1,0,1,0,0,0,1,1,1
5,79,65,2,1,2,1,0,1,0,0,0,1,0
1,71,62,0,1,2,1,0,0,1,0,1,1,0
3,43,58,2,1,1,0,0,0,1,0,0,1,1
4,90,85,2,1,1,1,0,0,1,0,1,1,1
2,70,61,0,0,1,1,0,1,0,0,1,1,0
2,54,69,1,2,0,0,0,0,1,0,0,1,1
5,65,67,0,1,1,0,0,1,0,0,1,1,1
2,50,60,0,1,1,0,0,1,0,0,0,0,0
2,63,71,1,1,1,0,0,1,0,0,0,0,1
4,74,85,3,1,0,0,1,0,0,0,0,1,0
5,75,62,1,2,1,1,0,1,0,0,1,1,1
3,81,77,2,1,1,1,0,0,1,0,1,0,1
2,62,64,0,0,0,0,0,1,0,0,0,1,0
0,50,49,2,1,0,1,0,0,1,0,0,1,1
1,71,77,1,2,1,0,0,1,0,0,1,1,1
2,65,84,2,1,1,0,0,1,0,0,1,1,0
2,71,79,0,2,1,0,0,0,1,0,1,0,1
2,50,66,1,1,1,0,1,0,0,0,1,0,1
1,73,76,1,1,1,0,0,0,0,1,1,0,1
1,72,77,0,1,2,0,0,1,0,0,1,0,0
1,83,79,2,2,1,1,0,0,1,0,0,1,1
3,63,60,1,1,1,1,0,0,1,0,0,1,1
6,66,74,0,2,0,0,0,0,1,0,1,1,1
2,63,55,0,2,1,1,1,0,0,0,1,1,1
2,29,45,4,2,1,0,0,1,0,0,0,0,1
1,61,68,1,2,0,1,1,0,0,0,1,1,1
2,97,100,4,1,2,0,0,0,0,1,1,0,1
0,85,68,1,1,1,1,0,0,0,1,1,0,1
2,81,76,2,2,2,1,0,1,0,0,0,1,1
2,53,44,0,1,1,1,0,0,0,0,0,1,1
3,93,83,1,1,1,1,0,0,0,1,0,1,1
5,47,51,2,0,1,0,0,1,0,0,1,1,1
1,70,76,2,1,0,0,0,0,0,1,0,1,0
0,67,82,3,1,2,0,0,1,0,0,0,0,1
2,79,74,2,2,1,0,0,0,1,0,1,1,1
1,49,56,0,1,1,0,0,1,0,0,1,1,1
2,81,87,1,1,2,0,0,0,1,0,0,1,0
1,72,88,2,1,0,0,0,1,0,0,1,0,1
3,57,68,3,1,0,0,0,0,0,0,1,1,0
2,57,79,2,1,1,0,0,0,1,0,1,0,1
3,64,57,0,0,1,1,0,1,0,0,0,1,1
4,81,84,3,2,1,0,0,0,0,1,1,0,1
2,86,87,3,2,0,1,0,0,0,0,1,0,1
2,61,65,1,0,1,0,0,0,1,0,1,1,1
3,57,62,0,1,0,0,1,0,0,0,0,0,1
2,63,66,0,2,1,1,0,0,0,0,0,1,1
2,47,36,0,2,1,1,0,0,1,0,1,1,1
3,66,52,1,1,1,1,0,1,0,0,1,1,1
2,83,75,0,0,0,1,0,0,1,0,1,1,1
0,42,58,2,1,1,0,0,0,1,0,0,0,1
0,93,90,1,1,1,1,0,1,0,0,1,0,1
2,80,85,0,1,1,0,0,0,0,1,1,0,1
3,98,99,1,1,1,0,0,0,1,0,1,1,1
1,79,84,4,1,0,1,0,0,1,0,1,1,0
1,63,77,0,2,2,0,1,0,0,0,1,0,0
0,75,87,2,2,0,0,1,0,0,0,0,0,1
1,68,68,2,0,0,1,0,1,0,0,1,0,1
4,96,99,2,1,1,0,0,1,0,0,1,0,1
3,78,75,0,2,1,0,0,1,0,0,1,1,1
2,63,71,1,2,1,0,0,1,0,0,0,1,0
1,56,60,0,2,1,1,0,0,1,0,0,0,1
2,73,88,0,2,0,0,1,0,0,0,0,1,1
2,51,43,0,2,1,1,0,1,0,0,1,1,0
4,48,41,1,1,2,1,1,0,0,0,1,1,1
4,76,67,1,0,0,1,0,0,0,1,1,0,1
3,66,78,0,1,2,0,0,0,0,1,1,0,1
0,70,58,0,2,1,1,0,0,0,1,1,0,1
1,70,82,0,1,0,0,0,0,1,0,0,1,1
3,52,37,1,2,0,1,0,1,0,0,1,1,0
5,65,78,2,1,0,0,1,0,0,0,0,0,1
2,86,93,1,0,2,0,0,1,0,0,1,0,1
4,55,44,0,1,1,1,0,1,0,0,1,1,1
1,52,56,1,0,2,0,0,0,0,1,0,1,1
5,64,57,4,1,0,1,0,1,0,0,1,1,0
0,94,86,2,2,1,1,0,1,0,0,1,1,1
6,53,73,1,1,1,0,0,1,0,0,0,0,0
2,81,73,2,1,1,1,0,0,1,0,1,1,0
0,62,56,0,2,1,1,0,1,0,0,0,1,1
2,79,71,3,0,2,1,0,0,1,0,1,1,1
1,37,56,2,1,1,0,0,1,0,0,0,1,1
4,81,82,0,1,1,0,0,1,0,0,1,1,1
4,59,72,2,1,1,0,0,1,0,0,1,0,1
2,56,48,1,2,1,1,1,0,0,0,0,1,1
4,71,74,2,2,0,1,0,1,0,0,1,1,0
1,71,72,0,2,1,1,0,0,1,0,1,1,1
1,69,68,1,1,1,1,0,1,0,0,1,1,1
4,50,59,3,1,1,0,0,1,0,0,0,1,0
4,87,86,1,1,1,1,1,0,0,0,1,0,1
1,67,64,1,0,2,1,0,0,0,1,1,1,1
1,77,85,0,1,1,0,0,1,0,0,1,0,0
4,59,54,2,2,1,1,0,1,0,0,0,1,1
4,86,93,2,1,2,0,0,0,0,1,1,1,1
2,56,53,1,1,2,1,0,0,1,0,1,1,0
3,70,72,3,1,1,1,0,0,0,1,0,0,0
5,53,66,1,2,1,0,0,0,1,0,0,0,1
1,69,77,1,1,1,1,1,0,0,0,1,0,1
1,53,64,0,1,1,0,0,1,0,0,0,1,1
1,48,54,0,1,1,0,0,0,1,0,1,1,1
4,75,83,0,0,1,1,0,0,1,0,1,0,0
2,60,61,0,0,1,0,1,0,0,0,1,1,1
0,60,59,1,1,1,1,0,0,1,0,1,1,1
0,74,72,0,1,1,0,1,0,0,0,1,1,1
1,57,77,0,2,0,0,0,1,0,0,1,0,1
0,76,60,0,1,1,1,1,0,0,0,1,0,1
1,67,74,0,0,2,0,0,0,1,0,1,1,1
1,56,55,1,0,1,1,0,0,0,0,0,1,1
0,50,48,0,1,0,1,1,0,0,0,1,1,1
3,79,77,3,2,2,1,0,0,1,0,1,1,1
0,48,68,0,0,0,0,1,0,0,0,0,0,1
3,62,79,3,1,1,0,0,1,0,0,0,1,1
3,64,58,3,0,1,1,1,0,0,0,1,1,0
4,48,55,0,2,0,0,1,0,0,0,0,1,1
1,65,70,0,2,0,0,1,0,0,0,1,1,0
4,36,44,1,2,1,0,0,1,0,0,0,1,0
1,74,83,4,1,2,0,0,1,0,0,1,0,1
1,96,84,2,2,1,1,0,0,0,1,1,0,0
2,47,58,2,2,1,0,0,0,1,0,0,1,0
1,75,84,4,1,0,0,1,0,0,0,1,1,1
4,76,82,0,1,1,0,1,0,0,0,0,0,0
4,52,62,2,1,1,0,0,1,0,0,1,0,1
3,88,77,3,1,0,1,0,1,0,0,1,0,0
2,32,44,0,1,1,0,1,0,0,0,1,0,0
1,74,78,0,2,1,0,0,0,0,1,0,1,1
1,70,62,2,2,1,1,0,1,0,0,0,1,1
3,52,61,4,1,1,0,0,1,0,0,0,1,1
3,49,61,0,1,2,0,1,0,0,0,1,1,1
2,63,73,1,2,2,0,0,1,0,0,0,1,1
0,65,69,0,2,0,1,0,0,1,0,0,1,1
1,83,73,0,0,0,1,0,0,0,1,1,0,0
1,43,52,0,2,1,0,1,0,0,0,1,1,1
3,58,74,2,2,1,0,0,0,0,1,0,0,0
0,70,70,0,1,1,1,0,0,1,0,1,1,1
0,70,81,2,1,1,0,0,0,0,1,0,1,1
4,69,54,2,1,1,1,0,0,0,1,1,1,0
1,50,55,2,0,1,0,0,1,0,0,1,1,1
2,67,68,0,1,1,1,0,1,0,0,1,0,0
1,84,89,1,2,1,0,1,0,0,0,1,1,1
3,70,76,1,0,1,0,0,1,0,0,1,1,1
3,72,72,1,1,0,1,0,0,0,0,0,1,1
2,62,73,1,1,0,0,0,0,1,0,0,1,1
4,42,40,0,1,2,0,0,0,0,1,0,1,0
5,90,69,0,1,1,1,0,1,0,0,1,1,1
3,59,51,3,1,1,1,1,0,0,0,1,1,1
1,51,36,0,1,1,1,0,0,0,0,1,1,0
1,46,49,0,1,2,1,0,0,0,0,0,1,1
3,53,67,4,2,0,0,0,1,0,0,1,0,1
2,89,77,0,1,2,1,0,0,0,1,1,0,1
0,74,84,0,1,2,0,0,1,0,0,1,1,1
2,96,89,0,2,1,1,1,0,0,0,1,0,0
0,62,77,3,2,1,1,0,0,1,0,0,0,1
1,60,68,0,1,1,0,1,0,0,0,0,1,1
3,74,86,0,1,0,0,0,1,0,0,1,1,0
3,85,92,0,1,1,0,0,0,0,0,1,0,1
1,50,52,1,2,1,1,0,0,0,1,0,0,1
3,49,53,0,1,2,0,0,1,0,0,0,1,0
3,56,70,2,1,1,0,0,1,0,0,0,0,1
2,64,76,0,2,0,0,0,1,0,0,1,1,1
0,67,53,0,2,0,1,1,0,0,0,1,1,1
3,64,59,1,2,2,0,0,0,0,0,0,1,1
1,63,57,3,0,2,1,0,0,0,0,1,1,1
2,59,46,1,2,1,1,1,0,0,0,1,1,1
2,61,75,0,2,1,0,0,1,0,0,1,0,1
3,77,59,0,2,2,1,0,0,0,1,1,1,0
6,79,82,0,2,2,0,0,0,0,0,1,0,1
1,57,53,2,2,0,1,1,0,0,0,0,0,1
4,39,46,0,1,1,0,0,0,1,0,0,1,1
0,65,52,0,2,1,1,0,1,0,0,1,1,1
2,76,77,1,1,2,1,1,0,0,0,0,0,1
0,39,64,0,2,0,0,0,0,1,0,0,0,1
1,88,84,4,1,0,1,0,0,0,1,1,1,1
7,91,85,4,1,1,1,0,1,0,0,1,0,1
4,60,69,0,2,1,0,0,1,0,0,1,1,0
0,82,70,2,2,1,1,0,0,1,0,1,1,1
2,69,67,4,0,1,1,0,1,0,0,1,1,1
3,59,61,0,1,0,0,0,0,0,0,1,1,1
1,86,93,1,2,0,0,0,0,0,1,1,1,0
2,77,58,0,0,0,1,0,0,0,1,1,1,0
2,62,55,0,1,1,1,0,1,0,0,1,1,1
0,96,96,3,2,0,0,1,0,0,0,1,1,1
1,77,66,1,2,1,1,1,0,0,0,0,1,0
2,66,83,3,2,1,0,0,1,0,0,1,1,0
3,87,72,2,1,1,1,0,1,0,0,0,1,1
2,51,51,2,0,1,0,0,1,0,0,1,1,1
4,83,88,4,1,2,0,0,0,0,1,0,1,1
2,37,37,3,1,0,1,0,0,1,0,0,0,0
1,70,80,1,2,0,0,0,1,0,0,1,0,1
3,99,93,2,2,1,1,0,1,0,0,1,1,1
3,79,85,3,0,1,1,0,0,1,0,1,0,0
1,60,41,2,2,0,1,1,0,0,0,1,1,0
3,80,73,2,1,2,1,0,0,0,1,0,0,1
1,59,47,0,1,1,1,1,0,0,0,1,1,1
1,82,78,2,1,1,1,1,0,0,0,1,0,1
1,84,78,2,0,0,1,0,0,0,1,0,1,1
3,41,59,3,1,0,0,0,1,0,0,0,1,1
7,80,66,0,1,1,1,0,1,0,0,0,1,0
3,81,84,1,1,1,1,0,0,1,0,1,1,1
2,57,54,0,1,1,1,0,1,0,0,1,1,1
3,64,74,2,1,1,0,0,1,0,0,1,1,0
3,61,64,3,1,0,1,0,1,0,0,1,0,1
3,70,70,3,2,0,0,0,0,0,1,1,0,0
5,67,74,0,2,2,0,1,0,0,0,0,1,1
1,56,44,3,1,2,1,0,0,1,0,0,1,1
0,47,51,2,0,0,0,0,0,0,1,1,1,1
3,69,74,1,1,1,0,0,0,1,0,0,1,0
3,42,47,0,1,0,1,0,0,1,0,0,1,0
1,88,93,1,2,1,0,0,0,0,1,1,0,0
1,87,87,2,2,1,0,0,0,0,1,1,1,1
0,90,76,0,1,2,1,0,0,1,0,1,0,1
3,55,65,2,0,0,0,0,0,0,1,1,1,1
5,32,38,1,2,1,0,0,0,0,1,0,1,0
3,37,27,0,2,1,1,1,0,0,0,0,1,1
3,62,79,0,2,0,0,1,0,0,0,0,0,1
3,64,61,0,1,0,1,0,0,1,0,1,0,0
1,65,82,0,1,1,0,0,0,1,0,1,0,1
3,85,89,4,1,1,1,0,0,1,0,1,1,0
2,73,76,4,1,1,0,0,1,0,0,1,1,1
0,32,40,0,1,0,0,0,0,0,0,0,0,1
0,93,100,3,1,1,0,0,0,1,0,0,0,1
4,69,86,0,2,1,0,0,0,1,0,0,1,1
2,82,73,0,0,0,1,0,0,1,0,1,1,1
0,56,51,3,2,0,1,1,0,0,0,1,1,1
1,67,72,3,1,1,0,0,1,0,0,0,1,0
1,67,68,3,1,0,1,0,1,0,0,1,0,0
3,50,48,3,1,1,1,0,0,1,0,0,1,1
1,71,84,1,2,1,0,0,0,0,0,1,1,0
3,52,66,3,1,1,0,0,1,0,0,1,0,1
2,46,66,3,2,0,0,0,1,0,0,0,0,1
2,47,56,2,1,2,0,1,0,0,0,0,1,1
2,70,67,1,2,1,0,0,0,0,1,1,1,0
7,100,100,3,2,1,1,0,0,0,1,1,0,1
1,43,52,0,2,0,0,0,1,0,0,1,1,1
0,58,82,2,2,1,0,0,1,0,0,1,0,1
1,91,91,1,1,1,1,1,0,0,0,1,0,1
1,71,66,0,2,0,1,0,0,1,0,1,1,0
1,54,65,2,1,1,0,1,0,0,0,0,1,0
0,74,69,0,1,1,1,0,0,1,0,0,1,1
2,76,61,0,2,1,1,0,0,0,1,1,0,0
1,66,72,0,1,2,0,0,0,1,0,0,0,1
0,46,44,2,1,1,1,0,0,0,1,0,0,1
2,45,48,0,0,0,0,0,1,0,0,0,1,1
2,61,62,1,2,0,1,0,0,1,0,0,1,1
2,62,74,2,2,1,1,0,0,1,0,0,0,1
5,67,72,0,1,0,1,0,1,0,0,0,0,1
2,100,91,2,1,2,1,0,1,0,0,1,0,0
0,72,59,1,2,1,1,0,0,1,0,0,1,1
1,64,51,2,0,1,1,0,0,0,0,1,1,0
1,56,57,0,2,0,0,0,0,0,1,0,1,1
1,85,85,1,1,1,1,0,0,1,0,1,0,1
0,70,72,4,0,1,1,0,1,0,0,0,0,1
1,81,100,4,2,1,0,0,0,1,0,1,1,0
0,80,64,0,2,0,1,0,1,0,0,1,1,1
3,61,61,0,1,1,1,0,0,0,0,0,0,0
3,56,59,0,1,0,0,1,0,0,0,1,1,1
1,55,59,2,2,1,0,0,1,0,0,1,1,0
3,79,78,0,1,0,1,1,0,0,0,1,1,1
1,47,58,1,1,0,0,0,0,1,0,0,1,1
1,48,52,0,2,0,1,1,0,0,0,0,0,0
3,58,74,0,1,2,0,0,0,0,1,0,0,1
0,91,69,0,0,1,1,0,0,0,1,1,1,1
1,74,72,0,1,1,0,0,0,0,1,0,1,1
3,58,54,0,1,1,1,0,1,0,0,1,0,0
2,60,67,1,1,0,0,0,1,0,0,1,1,1
5,76,64,2,2,2,1,0,0,0,1,1,1,0
0,86,83,1,2,1,1,0,1,0,0,1,1,1
1,44,59,0,2,0,0,0,0,1,0,1,1,1
2,57,65,1,2,1,0,0,0,0,0,1,1,0
4,49,54,0,2,1,0,0,0,1,0,0,1,1
3,100,100,2,2,1,0,0,0,0,1,1,1,0
1,63,73,0,0,1,0,0,1,0,0,0,0,1
4,72,58,1,1,1,1,0,0,1,0,1,1,0
3,63,73,1,2,1,0,0,0,1,0,1,1,1
1,67,65,0,2,1,1,0,0,0,0,1,0,1
4,59,57,1,0,0,1,0,1,0,0,1,1,1
1,72,78,3,0,1,0,1,0,0,0,1,1,1
0,91,100,3,2,1,0,0,0,1,0,1,1,1
2,82,72,0,2,2,1,0,1,0,0,1,0,1
3,48,61,1,2,0,0,0,0,1,0,0,1,1
2,52,65,1,1,0,0,0,0,0,0,1,1,0
1,60,56,2,1,0,1,0,1,0,0,1,1,1
5,54,48,0,2,0,1,0,0,1,0,1,0,1
3,91,94,2,1,1,0,0,1,0,0,1,1,0
2,83,79,0,2,1,1,0,0,1,0,1,1,0
4,76,84,0,1,0,1,1,0,0,0,1,0,1
1,82,95,1,2,2,0,0,0,0,0,1,0,1
6,72,81,0,2,1,0,0,1,0,0,1,1,1
1,56,54,0,2,0,1,0,0,0,0,1,1,0
0,83,77,0,2,1,1,0,0,0,1,1,0,1
5,41,43,0,1,1,0,0,0,0,0,0,1,0
3,69,85,1,2,1,0,0,0,1,0,0,0,1
1,88,76,0,2,1,1,0,0,0,1,0,0,1
1,66,79,0,2,1,0,1,0,0,0,1,0,0
1,55,76,2,1,1,0,0,0,1,0,0,1,1
3,62,74,3,1,1,0,0,0,1,0,0,1,1
7,66,64,0,2,2,1,0,0,0,0,1,1,0
2,86,95,4,0,1,0,0,0,0,1,1,1,0
2,61,55,0,2,0,1,0,1,0,0,0,1,1
2,59,65,0,1,1,0,0,1,0,0,0,0,0
3,68,77,0,1,1,0,0,0,1,0,1,0,1
1,81,89,1,2,2,0,0,0,1,0,0,1,1
0,72,82,1,0,1,0,0,1,0,0,1,1,1
1,88,98,1,1,0,0,0,1,0,0,1,0,1
1,60,66,0,2,1,0,0,0,1,0,1,1,0
2,64,54,1,2,1,1,0,0,0,0,1,1,1
0,60,69,2,2,0,0,0,0,1,0,0,1,1
3,63,73,0,1,0,1,1,0,0,0,1,0,1
1,74,81,0,2,0,0,0,0,0,1,0,1,0
0,48,76,2,2,2,0,0,0,1,0,1,0,1
2,72,62,0,1,2,0,0,0,0,1,0,1,0
4,99,100,3,2,0,1,0,0,0,1,1,1,1
3,59,52,2,0,0,1,1,0,0,0,1,1,1
2,81,88,0,1,1,0,0,1,0,0,1,1,1
1,68,62,1,1,0,1,0,1,0,0,0,1,1
0,95,75,2,1,0,1,0,0,0,0,1,1,1
1,88,96,4,2,1,1,0,1,0,0,1,1,0
1,80,66,0,1,1,1,0,1,0,0,0,1,1
1,42,46,0,2,1,0,0,0,1,0,0,1,1
2,80,79,0,0,2,1,0,1,0,0,1,0,1
0,52,68,4,1,2,0,0,0,0,0,0,0,1
3,79,86,3,1,1,0,0,0,1,0,1,1,1
2,62,81,1,1,0,0,1,0,0,0,1,0,1
0,74,85,4,1,2,0,0,1,0,0,1,1,1
0,65,64,1,2,1,1,0,0,1,0,0,1,1
1,70,76,4,1,1,0,1,0,0,0,0,1,0
4,64,52,1,1,0,1,1,0,0,0,1,1,1
0,72,89,2,2,1,0,0,0,1,0,0,0,1
2,61,59,0,2,0,0,0,1,0,0,1,1,1
4,75,80,4,1,2,0,1,0,0,0,1,1,0
3,65,68,2,1,2,1,0,1,0,0,0,0,0
2,59,77,1,0,2,0,0,0,1,0,0,1,1
3,52,68,3,1,1,0,0,0,1,0,1,1,1
0,49,39,0,1,0,1,0,0,1,0,1,1,1
1,100,100,0,2,1,0,0,0,0,1,1,0,1
6,45,55,2,1,1,0,0,0,1,0,0,1,0
3,70,80,0,1,1,0,0,0,1,0,1,1,0
3,77,71,2,1,0,1,0,1,0,0,1,1,0
4,72,62,0,2,1,1,0,0,1,0,1,1,1
3,77,90,2,1,1,0,1,0,0,0,1,0,1
3,86,95,2,0,2,0,0,0,1,0,1,0,1
4,74,72,3,1,1,1,0,0,1,0,1,1,1
0,100,100,3,1,1,0,0,0,0,1,1,0,1
0,78,68,0,1,2,1,0,0,0,1,1,0,1
3,73,79,0,0,1,0,0,0,0,1,0,1,1
1,59,43,1,2,1,1,1,0,0,0,1,1,0
3,71,59,0,0,1,1,1,0,0,0,1,1,1
0,38,37,0,2,2,1,1,0,0,0,0,1,1
1,62,61,0,1,1,1,0,0,0,0,0,1,1
6,72,69,0,1,1,1,0,1,0,0,1,1,1
2,68,64,0,0,1,1,1,0,0,0,0,0,0
1,47,68,0,0,2,0,1,0,0,0,0,1,1
1,29,46,2,1,2,0,0,0,1,0,0,1,1
0,49,61,0,2,0,0,0,1,0,0,1,0,1
4,36,35,0,1,2,0,0,1,0,0,0,1,0
1,70,73,1,1,0,0,0,1,0,0,1,1,0
1,58,71,1,2,0,0,0,1,0,0,1,1,1
1,44,49,3,1,1,0,0,0,1,0,0,1,0
3,77,70,1,2,1,1,0,1,0,0,1,1,0
2,57,66,2,1,2,0,0,1,0,0,1,1,0
4,63,80,0,2,1,0,0,1,0,0,1,0,1
2,56,74,1,1,1,0,1,0,0,0,0,0,0
2,82,72,1,2,1,1,1,0,0,0,1,1,0
2,58,48,2,2,1,1,1,0,0,0,1,1,1
1,78,64,2,2,2,1,0,0,0,1,0,0,1
1,59,68,0,1,1,0,0,0,0,0,0,0,1
3,72,71,4,1,1,1,1,0,0,0,1,0,0
0,66,63,0,2,1,1,0,1,0,0,1,0,1
0,56,62,2,1,0,0,0,1,0,0,1,1,1
3,81,76,2,2,0,1,0,0,0,1,1,0,1
0,60,68,2,1,0,0,0,0,0,1,0,1,1
1,65,95,4,1,2,0,0,0,1,0,1,0,0
3,62,67,0,1,1,0,0,0,1,0,1,1,0
0,32,51,0,2,1,0,1,0,0,0,0,0,1
4,71,61,1,1,2,1,0,0,1,0,1,1,1
2,57,49,0,1,0,1,0,0,0,1,0,1,1
4,57,70,0,1,1,0,0,0,0,0,0,1,1
3,48,37,0,1,1,1,1,0,0,0,1,1,1
2,67,80,3,0,0,0,0,1,0,0,1,0,1
2,73,86,4,2,1,0,0,0,0,1,0,1,1
1,36,39,3,2,1,1,0,1,0,0,0,1,1
1,100,93,1,2,1,1,0,0,0,1,1,0,1
4,66,65,1,1,1,1,0,0,0,0,0,1,1
3,26,36,0,0,1,0,1,0,0,0,0,0,1
1,61,59,1,2,2,0,0,1,0,0,1,1,1
4,66,59,1,1,0,1,0,0,1,0,1,0,1
0,70,69,0,2,2,0,0,1,0,0,1,1,1
0,65,75,4,1,2,1,0,1,0,0,0,1,1
0,79,74,1,1,1,1,0,0,1,0,1,1,1
2,53,63,1,1,1,0,0,1,0,0,0,1,0
2,62,58,0,0,1,1,1,0,0,0,1,0,1
3,71,69,0,1,2,1,0,1,0,0,1,1,0
4,72,68,0,1,1,0,1,0,0,0,1,1,1
1,55,68,1,2,0,0,0,1,0,0,0,1,1
1,70,94,1,1,2,0,0,0,1,0,1,0,0
0,72,76,1,1,1,0,0,1,0,0,1,0,1
2,78,76,3,1,1,1,0,1,0,0,0,1,1
2,77,92,0,0,2,0,1,0,0,0,1,0,1
6,64,75,2,1,0,0,0,1,0,0,1,0,1
1,55,61,1,1,0,0,1,0,0,0,0,1,0
2,61,78,0,2,2,0,0,1,0,0,0,1,1
1,88,97,2,0,1,0,0,0,1,0,1,1,1
2,50,48,0,2,2,1,0,0,1,0,0,1,0
4,79,81,0,2,0,0,0,0,1,0,1,1,1
1,49,46,0,0,1,1,0,0,1,0,0,1,1
1,58,63,0,1,1,0,1,0,0,0,1,1,1
2,80,77,2,2,1,1,0,1,0,0,1,1,1
0,65,75,0,1,1,0,0,1,0,0,1,0,1
1,74,71,2,2,1,1,0,0,1,0,1,1,0
0,81,84,2,2,1,0,0,1,0,0,1,1,1
0,55,59,2,1,1,0,1,0,0,0,1,1,1
1,52,60,4,1,1,0,0,0,1,0,0,1,1
3,54,46,1,1,1,1,0,1,0,0,0,1,1
0,86,89,2,0,1,1,0,0,0,1,0,1,1
0,71,84,2,0,1,0,0,0,1,0,1,1,1
2,61,54,3,1,1,1,0,1,0,0,0,1,1
3,56,58,0,1,0,0,0,0,0,1,1,1,0
3,76,73,2,1,0,1,0,1,0,0,0,0,0
2,52,71,3,1,1,0,0,1,0,0,1,0,1
4,47,52,0,1,1,1,0,0,1,0,0,1,0
1,84,87,4,1,1,1,0,1,0,0,1,1,1
