NrSiblings,MathScore,AvgWritingReading,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
1,68,70.0,2,1,1,0,0,1,0,0,1,0,1
2,45,52.0,0,0,1,0,0,1,0,0,1,1,1
2,60,58.0,2,1,0,1,0,0,0,1,1,0,1
4,79,91.0,2,1,1,0,0,0,0,1,1,0,0
1,75,69.5,0,1,2,1,1,0,0,0,1,0,0
5,66,83.0,3,1,1,0,0,1,0,0,0,0,1
2,47,56.5,2,0,0,1,0,1,0,0,1,0,0
1,49,62.5,0,0,1,0,0,0,1,0,1,1,1
2,82,67.0,3,1,0,1,0,1,0,0,1,0,0
3,99,90.0,2,1,2,1,0,0,0,0,1,0,0
1,75,68.5,0,1,1,1,0,1,0,0,1,0,0
2,76,79.0,2,1,0,1,0,1,0,0,0,1,0
3,83,79.0,2,2,1,0,0,1,0,0,1,1,1
2,86,95.0,2,2,2,0,0,0,1,0,1,1,0
2,64,64.5,2,1,1,0,0,0,1,0,1,1,1
1,80,83.0,0,2,1,1,0,0,0,1,0,0,1
3,92,98.5,0,1,1,0,0,0,0,0,1,0,1
2,71,65.0,0,2,0,1,0,1,0,0,1,0,1
5,61,65.0,0,2,0,0,0,1,0,0,0,1,0
1,77,70.5,4,1,0,1,0,1,0,0,1,1,1
0,76,68.5,0,1,0,1,0,1,0,0,0,1,1
2,89,90.5,3,2,1,1,1,0,0,0,0,0,0
3,38,47.5,1,0,1,0,1,0,0,0,1,1,0
2,79,63.5,1,2,1,1,0,0,1,0,0,1,0
1,56,43.5,2,2,2,1,0,0,0,1,1,1,1
1,33,37.0,1,2,2,0,0,1,0,0,0,1,0
1,63,69.0,4,2,1,1,0,1,0,0,0,1,1
2,51,68.0,2,1,0,0,1,0,0,0,0,1,0
2,75,64.5,0,1,2,1,0,0,1,0,1,1,1
3,66,76.5,1,2,2,0,0,1,0,0,1,1,1
2,95,90.5,3,2,0,1,0,1,0,0,1,0,0
1,63,80.0,1,1,1,0,0,0,1,0,0,0,1
2,46,43.0,2,1,0,1,1,0,0,0,1,1,0
4,89,97.5,3,0,1,0,0,0,0,1,0,0,0
2,61,76.0,4,1,1,0,0,0,1,0,0,0,1
6,62,47.0,0,2,0,1,1,0,0,0,0,1,1
1,73,73.5,2,2,1,1,1,0,0,0,1,0,1
1,88,91.5,3,0,1,1,0,0,0,0,1,1,1
5,54,59.5,1,1,2,0,0,1,0,0,1,1,0
1,50,65.0,0,1,1,0,0,1,0,0,0,0,1
1,76,77.0,0,1,2,0,0,1,0,0,1,1,0
7,40,54.0,2,1,1,1,0,0,0,0,0,1,1
0,61,51.5,1,1,1,1,0,0,0,0,1,0,1
1,78,88.0,0,1,0,0,1,0,0,0,1,1,1
1,49,57.5,1,1,2,0,1,0,0,0,0,0,0
3,52,64.0,4,2,0,0,0,0,1,0,1,1,0
2,78,94.5,0,1,0,0,0,0,1,0,1,1,0
3,74,77.5,0,0,1,0,0,0,0,1,1,1,1
1,63,75.5,3,1,1,0,0,0,1,0,0,1,1
2,75,78.5,2,1,2,0,0,1,0,0,1,0,1
3,55,73.0,0,1,1,0,0,0,0,0,1,1,1
1,43,62.0,3,2,0,0,0,1,0,0,0,1,1
1,53,64.0,1,2,0,0,0,1,0,0,1,1,0
1,48,65.5,0,1,1,0,0,0,0,0,1,1,1
3,56,54.0,1,1,0,1,0,1,0,0,0,1,0
5,67,54.5,0,1,1,1,0,1,0,0,1,1,1
4,65,64.0,3,0,1,1,0,0,0,1,1,1,1
3,74,74.5,2,1,1,0,0,1,0,0,1,1,1
2,94,100.0,3,2,1,0,0,1,0,0,1,0,0
1,57,76.5,3,1,2,0,0,1,0,0,1,0,1
1,51,49.5,0,0,1,1,0,0,0,0,1,1,1
4,71,76.0,0,1,2,0,0,0,1,0,1,1,1
1,65,81.5,0,1,1,0,0,0,1,0,1,1,0
1,52,61.5,4,1,0,0,0,1,0,0,1,1,1
1,29,29.5,0,1,1,0,0,1,0,0,1,1,0
2,76,79.0,1,1,1,0,0,0,0,1,1,1,0
1,60,54.0,0,1,1,1,0,0,1,0,0,1,1
3,72,65.0,0,1,0,1,0,1,0,0,1,1,1
4,82,80.5,2,0,1,0,0,1,0,0,1,1,1
1,40,57.0,4,1,1,0,0,1,0,0,0,1,1
0,59,61.5,1,0,1,0,0,1,0,0,1,1,1
1,57,63.5,2,2,0,0,1,0,0,0,1,1,0
5,69,61.5,1,1,1,1,0,0,1,0,0,0,1
3,56,61.0,1,1,0,0,0,1,0,0,1,1,1
0,91,88.5,3,1,0,1,0,1,0,0,1,0,1
4,82,93.0,2,1,1,0,0,0,0,0,1,1,0
1,60,70.0,0,1,1,0,0,1,0,0,1,1,1
3,88,80.5,3,1,1,1,0,0,1,0,1,1,0
1,95,84.0,4,1,1,1,0,0,1,0,1,1,1
3,61,67.0,2,0,0,1,0,1,0,0,0,0,0
2,36,58.0,0,1,2,0,0,1,0,0,0,1,1
2,59,52.0,0,1,2,1,0,1,0,0,0,0,1
4,97,88.5,1,0,1,1,0,0,0,0,1,0,1
2,60,59.5,3,2,0,0,0,1,0,0,0,1,0
0,99,97.5,1,2,0,1,0,0,1,0,1,0,1
1,66,64.5,2,0,1,1,1,0,0,0,0,0,1
2,50,52.0,1,2,1,1,0,0,1,0,0,1,0
0,45,53.5,0,2,1,0,0,1,0,0,1,0,1
1,64,65.5,1,0,1,1,0,0,1,0,1,1,1
2,81,63.0,0,2,1,1,1,0,0,0,1,1,1
2,67,78.5,3,1,2,0,1,0,0,0,1,0,1
5,75,86.5,0,1,1,0,0,1,0,0,1,1,0
0,71,69.0,0,1,1,1,0,0,0,0,1,1,1
2,88,76.0,1,2,1,1,0,0,0,1,1,1,1
2,73,71.5,2,0,1,0,0,0,1,0,1,1,1
3,42,52.0,0,1,2,1,0,0,1,0,1,1,0
1,76,90.0,2,1,2,0,0,0,1,0,0,0,1
2,67,76.5,0,0,0,0,1,0,0,0,0,1,1
2,76,81.0,0,2,1,0,0,0,0,1,1,0,1
1,67,61.0,0,1,0,1,1,0,0,0,1,1,1
1,63,78.5,3,0,1,0,1,0,0,0,1,0,1
4,62,69.5,2,2,2,0,0,1,0,0,1,1,1
2,62,63.5,1,1,0,0,0,0,0,1,0,1,1
2,51,54.5,0,2,1,0,0,1,0,0,1,1,1
2,66,77.5,1,0,1,0,0,0,1,0,1,0,1
3,52,55.0,0,1,2,1,0,1,0,0,0,0,1
7,70,79.0,0,2,1,0,0,0,0,0,1,0,1
2,82,90.0,1,1,0,0,0,0,1,0,1,0,1
2,65,72.0,2,1,1,0,0,0,0,0,1,0,0
1,73,79.0,0,1,1,0,1,0,0,0,1,1,1
5,79,66.5,2,1,2,1,0,1,0,0,0,1,0
1,71,64.0,0,1,2,1,0,0,1,0,1,1,0
3,43,59.0,2,1,1,0,0,0,1,0,0,1,1
4,90,86.0,2,1,1,1,0,0,1,0,1,1,1
2,70,63.0,0,0,1,1,0,1,0,0,1,1,0
2,54,69.5,1,2,0,0,0,0,1,0,0,1,1
5,65,68.0,0,1,1,0,0,1,0,0,1,1,1
2,50,60.0,0,1,1,0,0,1,0,0,0,0,0
2,63,72.0,1,1,1,0,0,1,0,0,0,0,1
4,74,84.0,3,1,0,0,1,0,0,0,0,1,0
5,75,68.5,1,2,1,1,0,1,0,0,1,1,1
3,81,74.5,2,1,1,1,0,0,1,0,1,0,1
2,62,68.5,0,0,0,0,0,1,0,0,0,1,0
0,50,52.5,2,1,0,1,0,0,1,0,0,1,1
1,71,78.0,1,2,1,0,0,1,0,0,1,1,1
2,65,84.0,2,1,1,0,0,1,0,0,1,1,0
2,71,78.5,0,2,1,0,0,0,1,0,1,0,1
2,50,65.0,1,1,1,0,1,0,0,0,1,0,1
1,73,77.0,1,1,1,0,0,0,0,1,1,0,1
1,72,80.0,0,1,2,0,0,1,0,0,1,0,0
1,83,77.5,2,2,1,1,0,0,1,0,0,1,1
3,63,60.5,1,1,1,1,0,0,1,0,0,1,1
6,66,72.5,0,2,0,0,0,0,1,0,1,1,1
2,63,55.0,0,2,1,1,1,0,0,0,1,1,1
2,29,42.5,4,2,1,0,0,1,0,0,0,0,1
1,61,66.5,1,2,0,1,1,0,0,0,1,1,1
2,97,100.0,4,1,2,0,0,0,0,1,1,0,1
0,85,71.5,1,1,1,1,0,0,0,1,1,0,1
2,81,78.0,2,2,2,1,0,1,0,0,0,1,1
2,53,51.0,0,1,1,1,0,0,0,0,0,1,1
3,93,86.5,1,1,1,1,0,0,0,1,0,1,1
5,47,51.5,2,0,1,0,0,1,0,0,1,1,1
1,70,75.0,2,1,0,0,0,0,0,1,0,1,0
0,67,78.5,3,1,2,0,0,1,0,0,0,0,1
2,79,76.0,2,2,1,0,0,0,1,0,1,1,1
1,49,59.5,0,1,1,0,0,1,0,0,1,1,1
2,81,88.5,1,1,2,0,0,0,1,0,0,1,0
1,72,84.0,2,1,0,0,0,1,0,0,1,0,1
3,57,69.0,3,1,0,0,0,0,0,0,1,1,0
2,57,78.5,2,1,1,0,0,0,1,0,1,0,1
3,64,61.0,0,0,1,1,0,1,0,0,0,1,1
4,81,83.0,3,2,1,0,0,0,0,1,1,0,1
2,86,85.0,3,2,0,1,0,0,0,0,1,0,1
2,61,64.0,1,0,1,0,0,0,1,0,1,1,1
3,57,62.0,0,1,0,0,1,0,0,0,0,0,1
2,63,69.5,0,2,1,1,0,0,0,0,0,1,1
2,47,35.0,0,2,1,1,0,0,1,0,1,1,1
3,66,55.5,1,1,1,1,0,1,0,0,1,1,1
2,83,79.5,0,0,0,1,0,0,1,0,1,1,1
0,42,59.5,2,1,1,0,0,0,1,0,0,0,1
0,93,87.0,1,1,1,1,0,1,0,0,1,0,1
2,80,85.0,0,1,1,0,0,0,0,1,1,0,1
3,98,99.5,1,1,1,0,0,0,1,0,1,1,1
1,79,82.5,4,1,0,1,0,0,1,0,1,1,0
1,63,74.5,0,2,2,0,1,0,0,0,1,0,0
0,75,90.0,2,2,0,0,1,0,0,0,0,0,1
1,68,71.5,2,0,0,1,0,1,0,0,1,0,1
4,96,97.5,2,1,1,0,0,1,0,0,1,0,1
3,78,76.0,0,2,1,0,0,1,0,0,1,1,1
2,63,72.0,1,2,1,0,0,1,0,0,0,1,0
1,56,59.5,0,2,1,1,0,0,1,0,0,0,1
2,73,88.5,0,2,0,0,1,0,0,0,0,1,1
2,51,45.5,0,2,1,1,0,1,0,0,1,1,0
4,48,42.0,1,1,2,1,1,0,0,0,1,1,1
4,76,69.0,1,0,0,1,0,0,0,1,1,0,1
3,66,77.0,0,1,2,0,0,0,0,1,1,0,1
0,70,54.5,0,2,1,1,0,0,0,1,1,0,1
1,70,86.0,0,1,0,0,0,0,1,0,0,1,1
3,52,37.5,1,2,0,1,0,1,0,0,1,1,0
5,65,76.5,2,1,0,0,1,0,0,0,0,0,1
2,86,90.5,1,0,2,0,0,1,0,0,1,0,1
4,55,45.5,0,1,1,1,0,1,0,0,1,1,1
1,52,56.5,1,0,2,0,0,0,0,1,0,1,1
5,64,56.5,4,1,0,1,0,1,0,0,1,1,0
0,94,83.0,2,2,1,1,0,1,0,0,1,1,1
6,53,69.5,1,1,1,0,0,1,0,0,0,0,0
2,81,72.0,2,1,1,1,0,0,1,0,1,1,0
0,62,58.0,0,2,1,1,0,1,0,0,0,1,1
2,79,71.5,3,0,2,1,0,0,1,0,1,1,1
1,37,56.5,2,1,1,0,0,1,0,0,0,1,1
4,81,83.0,0,1,1,0,0,1,0,0,1,1,1
4,59,72.5,2,1,1,0,0,1,0,0,1,0,1
2,56,51.5,1,2,1,1,1,0,0,0,0,1,1
4,71,76.0,2,2,0,1,0,1,0,0,1,1,0
1,71,74.0,0,2,1,1,0,0,1,0,1,1,1
1,69,66.0,1,1,1,1,0,1,0,0,1,1,1
4,50,59.5,3,1,1,0,0,1,0,0,0,1,0
4,87,85.0,1,1,1,1,1,0,0,0,1,0,1
1,67,67.5,1,0,2,1,0,0,0,1,1,1,1
1,77,87.5,0,1,1,0,0,1,0,0,1,0,0
4,59,54.5,2,2,1,1,0,1,0,0,0,1,1
4,86,94.5,2,1,2,0,0,0,0,1,1,1,1
2,56,55.5,1,1,2,1,0,0,1,0,1,1,0
3,70,70.0,3,1,1,1,0,0,0,1,0,0,0
5,53,62.5,1,2,1,0,0,0,1,0,0,0,1
1,69,77.0,1,1,1,1,1,0,0,0,1,0,1
1,53,68.0,0,1,1,0,0,1,0,0,0,1,1
1,48,56.0,0,1,1,0,0,0,1,0,1,1,1
4,75,81.0,0,0,1,1,0,0,1,0,1,0,0
2,60,61.0,0,0,1,0,1,0,0,0,1,1,1
0,60,61.0,1,1,1,1,0,0,1,0,1,1,1
0,74,72.0,0,1,1,0,1,0,0,0,1,1,1
1,57,75.5,0,2,0,0,0,1,0,0,1,0,1
0,76,61.0,0,1,1,1,1,0,0,0,1,0,1
1,67,72.0,0,0,2,0,0,0,1,0,1,1,1
1,56,57.0,1,0,1,1,0,0,0,0,0,1,1
0,50,47.5,0,1,0,1,1,0,0,0,1,1,1
3,79,76.0,3,2,2,1,0,0,1,0,1,1,1
0,48,66.5,0,0,0,0,1,0,0,0,0,0,1
3,62,78.5,3,1,1,0,0,1,0,0,0,1,1
3,64,61.0,3,0,1,1,1,0,0,0,1,1,0
4,48,56.0,0,2,0,0,1,0,0,0,0,1,1
1,65,70.5,0,2,0,0,1,0,0,0,1,1,0
4,36,44.0,1,2,1,0,0,1,0,0,0,1,0
1,74,81.5,4,1,2,0,0,1,0,0,1,0,1
1,96,85.0,2,2,1,1,0,0,0,1,1,0,0
2,47,57.0,2,2,1,0,0,0,1,0,0,1,0
1,75,87.0,4,1,0,0,1,0,0,0,1,1,1
4,76,83.5,0,1,1,0,1,0,0,0,0,0,0
4,52,60.5,2,1,1,0,0,1,0,0,1,0,1
3,88,78.0,3,1,0,1,0,1,0,0,1,0,0
2,32,47.5,0,1,1,0,1,0,0,0,1,0,0
1,74,79.0,0,2,1,0,0,0,0,1,0,1,1
1,70,63.5,2,2,1,1,0,1,0,0,0,1,1
3,52,63.0,4,1,1,0,0,1,0,0,0,1,1
3,49,61.5,0,1,2,0,1,0,0,0,1,1,1
2,63,70.0,1,2,2,0,0,1,0,0,0,1,1
0,65,71.0,0,2,0,1,0,0,1,0,0,1,1
1,83,77.0,0,0,0,1,0,0,0,1,1,0,0
1,43,52.0,0,2,1,0,1,0,0,0,1,1,1
3,58,71.5,2,2,1,0,0,0,0,1,0,0,0
0,70,70.0,0,1,1,1,0,0,1,0,1,1,1
0,70,82.5,2,1,1,0,0,0,0,1,0,1,1
4,69,57.0,2,1,1,1,0,0,0,1,1,1,0
1,50,54.5,2,0,1,0,0,1,0,0,1,1,1
2,67,70.5,0,1,1,1,0,1,0,0,1,0,0
1,84,87.5,1,2,1,0,1,0,0,0,1,1,1
3,70,75.0,1,0,1,0,0,1,0,0,1,1,1
3,72,75.5,1,1,0,1,0,0,0,0,0,1,1
2,62,72.5,1,1,0,0,0,0,1,0,0,1,1
4,42,42.5,0,1,2,0,0,0,0,1,0,1,0
5,90,72.0,0,1,1,1,0,1,0,0,1,1,1
3,59,52.5,3,1,1,1,1,0,0,0,1,1,1
1,51,33.5,0,1,1,1,0,0,0,0,1,1,0
1,46,48.0,0,1,2,1,0,0,0,0,0,1,1
3,53,65.0,4,2,0,0,0,1,0,0,1,0,1
2,89,81.0,0,1,2,1,0,0,0,1,1,0,1
0,74,82.5,0,1,2,0,0,1,0,0,1,1,1
2,96,88.0,0,2,1,1,1,0,0,0,1,0,0
0,62,74.0,3,2,1,1,0,0,1,0,0,0,1
1,60,70.0,0,1,1,0,1,0,0,0,0,1,1
3,74,87.5,0,1,0,0,0,1,0,0,1,1,0
3,85,91.0,0,1,1,0,0,0,0,0,1,0,1
1,50,52.0,1,2,1,1,0,0,0,1,0,0,1
3,49,55.5,0,1,2,0,0,1,0,0,0,1,0
3,56,69.0,2,1,1,0,0,1,0,0,0,0,1
2,64,72.0,0,2,0,0,0,1,0,0,1,1,1
0,67,53.0,0,2,0,1,1,0,0,0,1,1,1
3,64,60.0,1,2,2,0,0,0,0,0,0,1,1
1,63,58.0,3,0,2,1,0,0,0,0,1,1,1
2,59,48.0,1,2,1,1,1,0,0,0,1,1,1
2,61,69.5,0,2,1,0,0,1,0,0,1,0,1
3,77,62.0,0,2,2,1,0,0,0,1,1,1,0
6,79,83.0,0,2,2,0,0,0,0,0,1,0,1
1,57,54.5,2,2,0,1,1,0,0,0,0,0,1
4,39,49.0,0,1,1,0,0,0,1,0,0,1,1
0,65,55.0,0,2,1,1,0,1,0,0,1,1,1
2,76,77.5,1,1,2,1,1,0,0,0,0,0,1
0,39,64.0,0,2,0,0,0,0,1,0,0,0,1
1,88,84.5,4,1,0,1,0,0,0,1,1,1,1
7,91,85.0,4,1,1,1,0,1,0,0,1,0,1
4,60,71.0,0,2,1,0,0,1,0,0,1,1,0
0,82,73.0,2,2,1,1,0,0,1,0,1,1,1
2,69,67.0,4,0,1,1,0,1,0,0,1,1,1
3,59,63.5,0,1,0,0,0,0,0,0,1,1,1
1,86,88.5,1,2,0,0,0,0,0,1,1,1,0
2,77,61.5,0,0,0,1,0,0,0,1,1,1,0
2,62,59.5,0,1,1,1,0,1,0,0,1,1,1
0,96,96.0,3,2,0,0,1,0,0,0,1,1,1
1,77,67.5,1,2,1,1,1,0,0,0,0,1,0
2,66,81.5,3,2,1,0,0,1,0,0,1,1,0
3,87,72.5,2,1,1,1,0,1,0,0,0,1,1
2,51,56.0,2,0,1,0,0,1,0,0,1,1,1
4,83,87.5,4,1,2,0,0,0,0,1,0,1,1
2,37,39.0,3,1,0,1,0,0,1,0,0,0,0
1,70,75.0,1,2,0,0,0,1,0,0,1,0,1
3,99,93.5,2,2,1,1,0,1,0,0,1,1,1
3,79,82.5,3,0,1,1,0,0,1,0,1,0,0
1,60,41.0,2,2,0,1,1,0,0,0,1,1,0
3,80,74.0,2,1,2,1,0,0,0,1,0,0,1
1,59,52.5,0,1,1,1,1,0,0,0,1,1,1
1,82,81.0,2,1,1,1,1,0,0,0,1,0,1
1,84,82.5,2,0,0,1,0,0,0,1,0,1,1
3,41,60.0,3,1,0,0,0,1,0,0,0,1,1
7,80,65.0,0,1,1,1,0,1,0,0,0,1,0
3,81,83.0,1,1,1,1,0,0,1,0,1,1,1
2,57,57.5,0,1,1,1,0,1,0,0,1,1,1
3,64,75.0,2,1,1,0,0,1,0,0,1,1,0
3,61,63.5,3,1,0,1,0,1,0,0,1,0,1
3,70,69.5,3,2,0,0,0,0,0,1,1,0,0
5,67,74.5,0,2,2,0,1,0,0,0,0,1,1
1,56,45.0,3,1,2,1,0,0,1,0,0,1,1
0,47,50.0,2,0,0,0,0,0,0,1,1,1,1
3,69,69.5,1,1,1,0,0,0,1,0,0,1,0
3,42,48.5,0,1,0,1,0,0,1,0,0,1,0
1,88,89.5,1,2,1,0,0,0,0,1,1,0,0
1,87,90.0,2,2,1,0,0,0,0,1,1,1,1
0,90,75.5,0,1,2,1,0,0,1,0,1,0,1
3,55,62.5,2,0,0,0,0,0,0,1,1,1,1
5,32,36.0,1,2,1,0,0,0,0,1,0,1,0
3,37,28.0,0,2,1,1,1,0,0,0,0,1,1
3,62,78.0,0,2,0,0,1,0,0,0,0,0,1
3,64,57.0,0,1,0,1,0,0,1,0,1,0,0
1,65,80.0,0,1,1,0,0,0,1,0,1,0,1
3,85,86.5,4,1,1,1,0,0,1,0,1,1,0
2,73,77.5,4,1,1,0,0,1,0,0,1,1,1
0,32,43.5,0,1,0,0,0,0,0,0,0,0,1
0,93,100.0,3,1,1,0,0,0,1,0,0,0,1
4,69,85.5,0,2,1,0,0,0,1,0,0,1,1
2,82,73.5,0,0,0,1,0,0,1,0,1,1,1
0,56,49.0,3,2,0,1,1,0,0,0,1,1,1
1,67,73.5,3,1,1,0,0,1,0,0,0,1,0
1,67,65.5,3,1,0,1,0,1,0,0,1,0,0
3,50,45.0,3,1,1,1,0,0,1,0,0,1,1
1,71,84.5,1,2,1,0,0,0,0,0,1,1,0
3,52,63.5,3,1,1,0,0,1,0,0,1,0,1
2,46,63.5,3,2,0,0,0,1,0,0,0,0,1
2,47,58.5,2,1,2,0,1,0,0,0,0,1,1
2,70,69.0,1,2,1,0,0,0,0,1,1,1,0
7,100,100.0,3,2,1,1,0,0,0,1,1,0,1
1,43,56.0,0,2,0,0,0,1,0,0,1,1,1
0,58,80.0,2,2,1,0,0,1,0,0,1,0,1
1,91,93.5,1,1,1,1,1,0,0,0,1,0,1
1,71,65.5,0,2,0,1,0,0,1,0,1,1,0
1,54,65.0,2,1,1,0,1,0,0,0,0,1,0
0,74,69.5,0,1,1,1,0,0,1,0,0,1,1
2,76,62.5,0,2,1,1,0,0,0,1,1,0,0
1,66,66.5,0,1,2,0,0,0,1,0,0,0,1
0,46,43.5,2,1,1,1,0,0,0,1,0,0,1
2,45,51.0,0,0,0,0,0,1,0,0,0,1,1
2,61,59.0,1,2,0,1,0,0,1,0,0,1,1
2,62,73.0,2,2,1,1,0,0,1,0,0,0,1
5,67,72.5,0,1,0,1,0,1,0,0,0,0,1
2,100,89.5,2,1,2,1,0,1,0,0,1,0,0
0,72,61.0,1,2,1,1,0,0,1,0,0,1,1
1,64,53.5,2,0,1,1,0,0,0,0,1,1,0
1,56,57.0,0,2,0,0,0,0,0,1,0,1,1
1,85,83.0,1,1,1,1,0,0,1,0,1,0,1
0,70,69.0,4,0,1,1,0,1,0,0,0,0,1
1,81,97.0,4,2,1,0,0,0,1,0,1,1,0
0,80,64.5,0,2,0,1,0,1,0,0,1,1,1
3,61,61.5,0,1,1,1,0,0,0,0,0,0,0
3,56,62.5,0,1,0,0,1,0,0,0,1,1,1
1,55,60.0,2,2,1,0,0,1,0,0,1,1,0
3,79,79.0,0,1,0,1,1,0,0,0,1,1,1
1,47,57.5,1,1,0,0,0,0,1,0,0,1,1
1,48,50.5,0,2,0,1,1,0,0,0,0,0,0
3,58,75.0,0,1,2,0,0,0,0,1,0,0,1
0,91,70.0,0,0,1,1,0,0,0,1,1,1,1
1,74,73.0,0,1,1,0,0,0,0,1,0,1,1
3,58,53.0,0,1,1,1,0,1,0,0,1,0,0
2,60,67.0,1,1,0,0,0,1,0,0,1,1,1
5,76,61.0,2,2,2,1,0,0,0,1,1,1,0
0,86,85.5,1,2,1,1,0,1,0,0,1,1,1
1,44,60.5,0,2,0,0,0,0,1,0,1,1,1
2,57,61.5,1,2,1,0,0,0,0,0,1,1,0
4,49,54.0,0,2,1,0,0,0,1,0,0,1,1
3,100,100.0,2,2,1,0,0,0,0,1,1,1,0
1,63,73.5,0,0,1,0,0,1,0,0,0,0,1
4,72,57.5,1,1,1,1,0,0,1,0,1,1,0
3,63,72.0,1,2,1,0,0,0,1,0,1,1,1
1,67,67.0,0,2,1,1,0,0,0,0,1,0,1
4,59,59.0,1,0,0,1,0,1,0,0,1,1,1
1,72,80.0,3,0,1,0,1,0,0,0,1,1,1
0,91,100.0,3,2,1,0,0,0,1,0,1,1,1
2,82,73.0,0,2,2,1,0,1,0,0,1,0,1
3,48,62.5,1,2,0,0,0,0,1,0,0,1,1
2,52,63.5,1,1,0,0,0,0,0,0,1,1,0
1,60,60.0,2,1,0,1,0,1,0,0,1,1,1
5,54,44.0,0,2,0,1,0,0,1,0,1,0,1
3,91,94.5,2,1,1,0,0,1,0,0,1,1,0
2,83,79.0,0,2,1,1,0,0,1,0,1,1,0
4,76,83.5,0,1,0,1,1,0,0,0,1,0,1
1,82,92.0,1,2,2,0,0,0,0,0,1,0,1
6,72,77.5,0,2,1,0,0,1,0,0,1,1,1
1,56,52.0,0,2,0,1,0,0,0,0,1,1,0
0,83,76.5,0,2,1,1,0,0,0,1,1,0,1
5,41,43.5,0,1,1,0,0,0,0,0,0,1,0
3,69,86.0,1,2,1,0,0,0,1,0,0,0,1
1,88,79.0,0,2,1,1,0,0,0,1,0,0,1
1,66,81.0,0,2,1,0,1,0,0,0,1,0,0
1,55,76.0,2,1,1,0,0,0,1,0,0,1,1
3,62,73.0,3,1,1,0,0,0,1,0,0,1,1
7,66,64.0,0,2,2,1,0,0,0,0,1,1,0
2,86,97.0,4,0,1,0,0,0,0,1,1,1,0
2,61,54.5,0,2,0,1,0,1,0,0,0,1,1
2,59,68.0,0,1,1,0,0,1,0,0,0,0,0
3,68,77.5,0,1,1,0,0,0,1,0,1,0,1
1,81,88.5,1,2,2,0,0,0,1,0,0,1,1
0,72,84.0,1,0,1,0,0,1,0,0,1,1,1
1,88,97.0,1,1,0,0,0,1,0,0,1,0,1
1,60,69.5,0,2,1,0,0,0,1,0,1,1,0
2,64,53.0,1,2,1,1,0,0,0,0,1,1,1
0,60,67.0,2,2,0,0,0,0,1,0,0,1,1
3,63,72.5,0,1,0,1,1,0,0,0,1,0,1
1,74,83.5,0,2,0,0,0,0,0,1,0,1,0
0,48,73.5,2,2,2,0,0,0,1,0,1,0,1
2,72,62.5,0,1,2,0,0,0,0,1,0,1,0
4,99,99.5,3,2,0,1,0,0,0,1,1,1,1
3,59,56.5,2,0,0,1,1,0,0,0,1,1,1
2,81,84.5,0,1,1,0,0,1,0,0,1,1,1
1,68,59.5,1,1,0,1,0,1,0,0,0,1,1
0,95,77.0,2,1,0,1,0,0,0,0,1,1,1
1,88,95.0,4,2,1,1,0,1,0,0,1,1,0
1,80,68.5,0,1,1,1,0,1,0,0,0,1,1
1,42,46.0,0,2,1,0,0,0,1,0,0,1,1
2,80,78.0,0,0,2,1,0,1,0,0,1,0,1
0,52,66.0,4,1,2,0,0,0,0,0,0,0,1
3,79,84.0,3,1,1,0,0,0,1,0,1,1,1
2,62,82.0,1,1,0,0,1,0,0,0,1,0,1
0,74,83.5,4,1,2,0,0,1,0,0,1,1,1
0,65,67.0,1,2,1,1,0,0,1,0,0,1,1
1,70,76.0,4,1,1,0,1,0,0,0,0,1,0
4,64,58.0,1,1,0,1,1,0,0,0,1,1,1
0,72,88.5,2,2,1,0,0,0,1,0,0,0,1
2,61,58.0,0,2,0,0,0,1,0,0,1,1,1
4,75,79.5,4,1,2,0,1,0,0,0,1,1,0
3,65,68.5,2,1,2,1,0,1,0,0,0,0,0
2,59,76.5,1,0,2,0,0,0,1,0,0,1,1
3,52,67.5,3,1,1,0,0,0,1,0,1,1,1
0,49,38.5,0,1,0,1,0,0,1,0,1,1,1
1,100,100.0,0,2,1,0,0,0,0,1,1,0,1
6,45,54.0,2,1,1,0,0,0,1,0,0,1,0
3,70,79.0,0,1,1,0,0,0,1,0,1,1,0
3,77,70.0,2,1,0,1,0,1,0,0,1,1,0
4,72,62.5,0,2,1,1,0,0,1,0,1,1,1
3,77,86.5,2,1,1,0,1,0,0,0,1,0,1
3,86,95.5,2,0,2,0,0,0,1,0,1,0,1
4,74,69.0,3,1,1,1,0,0,1,0,1,1,1
0,100,100.0,3,1,1,0,0,0,0,1,1,0,1
0,78,68.0,0,1,2,1,0,0,0,1,1,0,1
3,73,80.0,0,0,1,0,0,0,0,1,0,1,1
1,59,46.0,1,2,1,1,1,0,0,0,1,1,0
3,71,61.5,0,0,1,1,1,0,0,0,1,1,1
0,38,38.0,0,2,2,1,1,0,0,0,0,1,1
1,62,65.0,0,1,1,1,0,0,0,0,0,1,1
6,72,72.5,0,1,1,1,0,1,0,0,1,1,1
2,68,66.5,0,0,1,1,1,0,0,0,0,0,0
1,47,70.0,0,0,2,0,1,0,0,0,0,1,1
1,29,45.5,2,1,2,0,0,0,1,0,0,1,1
0,49,61.0,0,2,0,0,0,1,0,0,1,0,1
4,36,35.0,0,1,2,0,0,1,0,0,0,1,0
